PoolNr;Year;Group_Site;Size [l];Position;RS ID;Habitat;KW;Date of Trapping;Start of Trapping;Species/Taxon;Females;Males;Bloodfed;Sum;Commants;Group;Site;Group Site;GPS X;GPS Y;RS Type;RS Type ID;RS Elevation Type;RS Tree Type;RS Tree ID;RS Tree Species;RS Number;RS Elevation;RS Orientation Opening;RS Orientation Tree;RS Downtilt [°];RS Minimal Distance Natural Breeding Place [m];RS Minimal Distance Building [m];RS Number Sea;RS Number Stream;RS Number Dig;RS Numer Anthropogen Waters;RS Number Underground Waters;RS Number Temporal Waters;RS Deciduous Forest [%];RS Coniferous Forest [%];RS Mixed Forest [%];RS Fallow Ground [%];RS Grassland (intensive/ extensive) [%];RS Agriculture [%];RS Park, Garden [%] ;RS Buildingarea Free [%];RS Buildingarea Nonfree [%];RS Shadow [%];Waters Sample Day;Waters Sample Time;Waters Watertype 1;Waters Watertype Number 1;Waters Watertype GPS N 1;Waters Watertype GPS E 1;Waters Watertype 2;Waters Watertype Number 2;Waters Watertype GPS N 2;Waters Watertype GPS E 2;Waters Watertype 3;Waters Watertype Number 3;Waters Watertype GPS N 3;Waters Watertype GPS E 3;Waters pH 1;Waters Leitfähigkeit [µS] 1;Waters Salinität 1;Waters Wasserhärte [°dH] 1;Waters Temperatur [°C] 1;Waters Sauerstoff [%] 1;Waters Sauerstoff [mg/l 1];Waters max. Länge 1;Waters max. Breite 1;Waters max. Tiefe 1;Waters max. Auflagentiefe 1;Waters terrestrische Pflanzen 1;Waters Hydrophyten 1;Waters Helophyten 1;Waters Lemna 1;Waters Algen 1;Waters Geruch 1;Waters Zufluss 1;Waters Dynamik 1;Waters Färbung 1;Waters Hydrologie 1;Waters Substrat 1;Waters Uferbewuchs 1;Waters 25m Baum 1;Waters Schatten [%] 1;Waters pH 2;Waters Leitfähigkeit [µS] 2;Waters Salinität 2;Waters Wasserhärte [°dH] 2;Waters Temperatur [°C] 2;Waters Sauerstoff [%] 2;Waters Sauerstoff [mg/l 2];Waters max. Länge 2;Waters max. Breite 2;Waters max. Tiefe 2;Waters max. Auflagentiefe 2;Waters terrestrische Pflanzen 2;Waters Hydrophyten 2;Waters Helophyten 2;Waters Lemna 2;Waters Algen 2;Waters Geruch 2;Waters Zufluss 2;Waters Dynamik 2;Waters Färbung 2;Waters Hydrologie 2;Waters Substrat 2;Waters Uferbewuchs 2;Waters 25m Baum 2;Waters Schatten [%] 2;Waters pH 3;Waters Leitfähigkeit [µS] 3;Waters Salinität 3;Waters Wasserhärte [°dH] 3;Waters Temperatur [°C] 3;Waters Sauerstoff [%] 3;Waters Sauerstoff [mg/l 3];Waters max. Länge 3;Waters max. Breite 3;Waters max. Tiefe 3;Waters max. Auflagentiefe 3;Waters terrestrische Pflanzen 3;Waters Hydrophyten 3;Waters Helophyten 3;Waters Lemna 3;Waters Algen 3;Waters Geruch 3;Waters Zufluss 3;Waters Dynamik 3;Waters Färbung 3;Waters Hydrologie 3;Waters Substrat 3;Waters Uferbewuchs 3;Waters 25m Baum 3;Waters Schatten [%] 3
RS 814;2016;Ol 11;0.04;Ground;O11LSG;rural;24;14/06/2016;14:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 815;2016;Ol 11;0.04;Ground;O11LSG;rural;26;28/06/2016;13:30:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 816;2016;Ol 11;0.04;Ground;O11LSG;rural;29;20/07/2016;13:30:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 817;2016;Ol 11;0.04;Ground;O11LSG;rural;31;03/07/2016;13:30:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 818;2016;Ol 11;0.04;Ground;O11LSG;rural;33;16/08/2016;12:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 819;2016;Ol 11;0.04;Ground;O11LSG;rural;35;30/08/2016;14:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 820;2016;Ol 11;0.04;Ground;O11LSG;rural;37;13/09/2016;12:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 821;2016;Ol 11;0.04;Ground;O11LSG;rural;39;29/09/2016;11:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 822;2016;Ol 11;0.04;Ground;O11LSG;rural;42;17/10/2016;12:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Small;S;G;deciduous tree;L;Common Beech;1;0;N;O;14.6;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 823;2016;Ol 11;76;Ground;O11LMG;rural;18;04/05/2016;15:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 824;2016;Ol 11;76;Ground;O11LMG;rural;20;17/05/2016;14:30:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 825;2016;Ol 11;76;Ground;O11LMG;rural;22;30/05/2016;13:00:00;Culiseta annulata;0;1;0;1;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 826;2016;Ol 11;76;Ground;O11LMG;rural;24;14/06/2016;14:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 827;2016;Ol 11;76;Ground;O11LMG;rural;26;28/06/2016;13:30:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 828;2016;Ol 11;76;Ground;O11LMG;rural;29;20/07/2016;13:30:00;Culex pipiens c.;4;0;3;4;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 829;2016;Ol 11;76;Ground;O11LMG;rural;31;03/07/2016;13:30:00;Culex p. pipiens;0;1;0;1;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 830;2016;Ol 11;76;Ground;O11LMG;rural;33;16/08/2016;12:00:00;Culiseta annulata;0;1;0;1;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 831;2016;Ol 11;76;Ground;O11LMG;rural;35;30/08/2016;14:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 832;2016;Ol 11;76;Ground;O11LMG;rural;37;13/09/2016;12:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 833;2016;Ol 11;76;Ground;O11LMG;rural;39;29/09/2016;11:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 834;2016;Ol 11;76;Ground;O11LMG;rural;42;17/10/2016;12:00:00;Culex p. pipiens;0;2;0;2;NA;O;11;O11;3528939;5909871;Medium;M;G;deciduous tree;L;Common Beech;66;0;W;W;0.52;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;60;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 835;2016;Ol 11;162;Ground;O11LLG;rural;18;04/05/2016;15:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Large;L;G;deciduous tree;L;Common Beech;64;0;S;S;11.7;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;30;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 836;2016;Ol 11;162;Ground;O11LLG;rural;20;17/05/2016;14:30:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Large;L;G;deciduous tree;L;Common Beech;64;0;S;S;11.7;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;30;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 837;2016;Ol 11;162;Ground;O11LLG;rural;22;30/05/2016;13:00:00;NA;0;0;0;0;NA;O;11;O11;3528939;5909871;Large;L;G;deciduous tree;L;Common Beech;64;0;S;S;11.7;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;30;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 838;2016;Ol 11;162;Ground;O11LLG;rural;24;14/06/2016;14:00:00;Culex pipiens c.;1;0;0;1;NA;O;11;O11;3528939;5909871;Large;L;G;deciduous tree;L;Common Beech;64;0;S;S;11.7;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;30;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 839;2016;Ol 11;162;Ground;O11LLG;rural;24;14/06/2016;14:00:00;Culiseta annulata;0;3;0;3;NA;O;11;O11;3528939;5909871;Large;L;G;deciduous tree;L;Common Beech;64;0;S;S;11.7;NA;15;0;0;1;250;0;10;0;0;40;0;20;0;5;10;25;30;13/09/2016;12:30;Reifen ;200;3528918;5909856;Reifen ;200;3528907;5909859;Reifen;200;3528911;5909876;7.24;121.6;0;1;22.9;91.7;7.84;90;14;20;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.7;247;0;1;22.7;91.4;7.52;100;11;28;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.12;130;0;1;22.9;133.8;12.2;70;12;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
