PoolNr;Year;Group_Site;Size [l];Position;RS ID;Habitat;KW;Date of Trapping;Start of Trapping;Species/Taxon;Females;Males;Bloodfed;Sum;Commants;Group;Site;Group Site;GPS X;GPS Y;RS Type;RS Type ID;RS Elevation Type;RS Tree Type;RS Tree ID;RS Tree Species;RS Number;RS Elevation;RS Orientation Opening;RS Orientation Tree;RS Downtilt [°];RS Minimal Distance Natural Breeding Place [m];RS Minimal Distance Building [m];RS Number Sea;RS Number Stream;RS Number Dig;RS Numer Anthropogen Waters;RS Number Underground Waters;RS Number Temporal Waters;RS Deciduous Forest [%];RS Coniferous Forest [%];RS Mixed Forest [%];RS Fallow Ground [%];RS Grassland (intensive/ extensive) [%];RS Agriculture [%];RS Park, Garden [%] ;RS Buildingarea Free [%];RS Buildingarea Nonfree [%];RS Shadow [%];Waters Sample Day;Waters Sample Time;Waters Watertype 1;Waters Watertype Number 1;Waters Watertype GPS N 1;Waters Watertype GPS E 1;Waters Watertype 2;Waters Watertype Number 2;Waters Watertype GPS N 2;Waters Watertype GPS E 2;Waters Watertype 3;Waters Watertype Number 3;Waters Watertype GPS N 3;Waters Watertype GPS E 3;Waters pH 1;Waters Leitfähigkeit [µS] 1;Waters Salinität 1;Waters Wasserhärte [°dH] 1;Waters Temperatur [°C] 1;Waters Sauerstoff [%] 1;Waters Sauerstoff [mg/l 1];Waters max. Länge 1;Waters max. Breite 1;Waters max. Tiefe 1;Waters max. Auflagentiefe 1;Waters terrestrische Pflanzen 1;Waters Hydrophyten 1;Waters Helophyten 1;Waters Lemna 1;Waters Algen 1;Waters Geruch 1;Waters Zufluss 1;Waters Dynamik 1;Waters Färbung 1;Waters Hydrologie 1;Waters Substrat 1;Waters Uferbewuchs 1;Waters 25m Baum 1;Waters Schatten [%] 1;Waters pH 2;Waters Leitfähigkeit [µS] 2;Waters Salinität 2;Waters Wasserhärte [°dH] 2;Waters Temperatur [°C] 2;Waters Sauerstoff [%] 2;Waters Sauerstoff [mg/l 2];Waters max. Länge 2;Waters max. Breite 2;Waters max. Tiefe 2;Waters max. Auflagentiefe 2;Waters terrestrische Pflanzen 2;Waters Hydrophyten 2;Waters Helophyten 2;Waters Lemna 2;Waters Algen 2;Waters Geruch 2;Waters Zufluss 2;Waters Dynamik 2;Waters Färbung 2;Waters Hydrologie 2;Waters Substrat 2;Waters Uferbewuchs 2;Waters 25m Baum 2;Waters Schatten [%] 2;Waters pH 3;Waters Leitfähigkeit [µS] 3;Waters Salinität 3;Waters Wasserhärte [°dH] 3;Waters Temperatur [°C] 3;Waters Sauerstoff [%] 3;Waters Sauerstoff [mg/l 3];Waters max. Länge 3;Waters max. Breite 3;Waters max. Tiefe 3;Waters max. Auflagentiefe 3;Waters terrestrische Pflanzen 3;Waters Hydrophyten 3;Waters Helophyten 3;Waters Lemna 3;Waters Algen 3;Waters Geruch 3;Waters Zufluss 3;Waters Dynamik 3;Waters Färbung 3;Waters Hydrologie 3;Waters Substrat 3;Waters Uferbewuchs 3;Waters 25m Baum 3;Waters Schatten [%] 3
RS 375;2016;Ol 9;NA;NA;O9LRef;rural;31;02/08/2016;16:00:00;Culex p. pipiens;0;11;0;11;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 376;2016;Ol 9;NA;NA;O9LRef;rural;31;02/08/2016;16:00:00;Culex torrentium;0;6;0;6;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 377;2016;Ol 9;NA;NA;O9LRef;rural;33;15/08/2016;16:30:00;Culiseta annulata;0;1;0;1;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 378;2016;Ol 9;NA;NA;O9LRef;rural;33;15/08/2016;16:30:00;Culex pipiens c.;1;0;0;1;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 379;2016;Ol 9;NA;NA;O9LRef;rural;33;15/08/2016;16:30:00;Culex p. pipiens;0;9;0;9;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 380;2016;Ol 9;NA;NA;O9LRef;rural;35;29/08/2016;16:30:00;Culex pipiens c.;2;0;1;2;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 381;2016;Ol 9;NA;NA;O9LRef;rural;35;29/08/2016;16:30:00;Culex p. pipiens;0;5;0;5;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 382;2016;Ol 9;NA;NA;O9LRef;rural;35;29/08/2016;16:30:00;Culex torrentium;0;1;0;1;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 383;2016;Ol 9;NA;NA;O9LRef;rural;35;29/08/2016;16:30:00;Culiseta annulata;1;10;0;11;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 384;2016;Ol 9;NA;NA;O9LRef;rural;37;14/09/2016;09:00:00;Culiseta annulata;0;1;0;1;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 385;2016;Ol 9;NA;NA;O9LRef;rural;39;28/09/2016;16:00:00;Culex p. pipiens;0;2;0;2;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 386;2016;Ol 9;NA;NA;O9LRef;rural;39;28/09/2016;16:00:00;Culiseta annulata;0;1;0;1;NA;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 387;2016;Ol 9;NA;NA;O9LRef;rural;42;18/10/2016;18:00:00;NA;0;0;0;0;strong rain;O;9;O9;3400765;5907093;Natural;NA;NA;L Vegeation;LV;NA;NA;NA;NA;NA;NA;250;20;1;0;1;20;0;20;0;0;5;10;50;0;20;5;10;NA;14/09/2016;09:30;Graben;3;3400766;5907099;Tränke;1;3400689;5907033;Graben;3;3400662;5907110;6.54;321;0.1;2;17.6;58;5.5;1000;250;25;3;NA;NA;NA;100;NA;indifferenziert;Zu-Abfluss;fließend;gelblich;permanent;Schlamm;Hochstauden/Krautflur;0;0;6.82;236;0;2;18;20;20;150;60;41;10;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;6.74;673;0.3;1;16.9;102;9.71;200;50;30;3;NA;NA;NA;NA;NA;indifferenziert;Zu-Abfluss;fließend;grünlich;indifferenziert;Blätter;Hochstauden/Krautflur;0;0
RS 388;2016;Ol 10;0.04;Ground;O10NSG;rural;18;03/05/2016;17:00:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 389;2016;Ol 10;0.04;Ground;O10NSG;rural;20;19/05/2016;12:00:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 390;2016;Ol 10;0.04;Ground;O10NSG;rural;22;30/05/2016;16:30:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 391;2016;Ol 10;0.04;Ground;O10NSG;rural;24;14/06/2016;16:30:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 392;2016;Ol 10;0.04;Ground;O10NSG;rural;26;28/06/2016;10:30:00;Aedes vexans;0;1;0;1;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 393;2016;Ol 10;0.04;Ground;O10NSG;rural;29;20/07/2016;11:00:00;Culiseta annulata;1;0;0;1;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 394;2016;Ol 10;0.04;Ground;O10NSG;rural;31;03/08/2016;11:00:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 395;2016;Ol 10;0.04;Ground;O10NSG;rural;33;16/08/2016;14:30:00;Culiseta annulata;0;1;0;1;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 396;2016;Ol 10;0.04;Ground;O10NSG;rural;35;30/08/2016;16:30:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 397;2016;Ol 10;0.04;Ground;O10NSG;rural;37;13/09/2016;09:30:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 398;2016;Ol 10;0.04;Ground;O10NSG;rural;39;29/09/2016;09:00:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 399;2016;Ol 10;0.04;Ground;O10NSG;rural;42;17/10/2016;09:00:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Small;S;G;conifer;N;White Fir;36;0;O;O;6.4;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 400;2016;Ol 10;76;Ground;O10NMG;rural;18;03/05/2016;17:00:00;NA;0;0;0;0;NA;O;10;O10;3477709;5941545;Medium;M;G;conifer;N;White Fir;132;0;N;N;6;400;150;0;0;1;200;0;15;0;0;0;5;0;50;0;5;45;80;15/09/2016;09:45;Reifen;300;3477941;5941723;Teich;1;3477943;5941661;Reifen;300;3477738;5941534;635;143.5;0;1;20.1;48.2;4.44;45;20;12;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;7.31;185,5;0;2;21.6;108.8;9.58;900;600;150;4;NA;NA;30;NA;NA;indifferenziert;kein;Stillwasser;NA;permanent;Steine;Röhricht;0;0;7.27;364;0.1;2;19.9;60.5;5.55;55;20;15;2;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
